,Cidade,País,Curso,Empresa dos sonhos,Educação,Nível de inglês,Nível de excel,Cursos extras,Gênero,Interesses,Outras línguas,Referência,Universidade,Estado,Situação
4201,campinas,brasil,engenharia de computação,movile,graduação,advanced,intermediate,hackatruck (práticas de cloud services usando swift com ênfase em iot),masculino,desenvolvimento ios,alemão básico,amigo,unicamp,são paulo,checkedin
4202,,,,google,ensino médio,,,,masculino,financeiro,,facebook,,,checkedin
4203,campinas,brasil,engenharia química,bosch; 3m; ask chemicals; basf; rhodia; entre outras.,graduação,intermediate,intermediate,excel; polímeros e suas aplicações; tec. administrativas.,feminino,laboratório; pesquisa; indústria; desenvolvimento;  projetos...,,jornal eptv,unimep,são paulo,checkedin
4204,campinas,brasil,história,"sanrio, fundação japão",graduação,advanced,basic,,feminino,"tradução, pesquisa em história, criação de personagens","japonês, alemão , francês",amigos,unicamp,são paulo,checkedin
4205,campinas,brasil,engenharia ambiental,"p&g, raízen",,intermediate,intermediate,curso de capacitação para componentes membros da cipa unicamp; curso de elaboração de mapa de risco pela unicamp; curso de primeiros socorros pela faculdade de ciências médicas da unicamp; curso sobre outorga de direito de uso dos recursos hídricos pela ana (agência nacional de águas) online; curso sobre pagamento por serviços ambientais pela ana (agência nacional de águas) online; curso sobre informações de produtos químicos: onde buscar e como interpretar?  pela unifesp presencial.,feminino,"meio ambiente, engenharia, qualidade, pesquisa",espanhol básico,amigo,puccamp,são paulo,confirmed
4206,,,engenharia elétrica,,graduação,,,,feminino,"engenharia, consultoria",,unicamp,unicamp,,confirmed
4207,campinas,brasil,engenharia elétrica,,mestrado,advanced,advanced,,masculino,"pesquisa, telecomunicações, engenharia elétrica",francês,amigo,unicamp,são paulo,checkedin
4208,,,engenharia de controle e automação,,graduação,,,,masculino,consultoria,,gg,unicamp,,checkedin
4209,limeira,brasil,engenharia de produção,,graduação,advanced,intermediate,curso de espanhol na enforex sevilla,masculino,consultoria e tradings,espanhol intermediário,minha namorada me marcou no facebook,unicamp,são paulo,checkedin
4210,,,engenharia agrícola,,graduação,,,,masculino,engenharia,,amigo,unicamp,,checkedin
4211,,,,,ensino médio,,,,feminino,"administração,vendas",,amigos,,,checkedin
4212,,,engenharia mecânica,,graduação,,,,masculino,consultoria e financeiro,,amigo,unicamp,,checkedin
4213,,,engenharia química,,graduação,,,,masculino,financeiro,,amigos,unicamp,,checkedin
4214,campinas,afeganistão,engenharia elétrica,google,mestrado,intermediate,advanced,developed javascript,feminino,webdesign,español,facebook,unicamp,são paulo,checkedin
4215,,,engenharia mecânica,,graduação,,,,masculino,estagio,,eventos anteriores,unip,,checkedin
4216,,,engenharia mecânica,,graduação,,,,masculino,"engenharia, finanças",,facebook,unicamp,,checkedin
4217,,,fisica,,doutorado,,,,masculino,pesquisa e desenvolvimento,,amigos,unicamp,,checkedin
4218,,,engenharia de computação,"uma empresa de tecnogia dinâmica, que busque um canal de comunicação constante com o cliente.",graduação,,,,masculino,"games, os, vr.",,amigo,unicamp,,checkedin
4219,,,programa de formação interdisciplinar superior - profis,,graduação,,,,feminino,"arquitetura, engenharia",,amigos,unicamp,,checkedin
4220,,,programa de formação interdisciplinar superior - profis,,graduação,,,,masculino,financeiro,,amigos,unicamp,,checkedin
4221,,,biologia,,graduação,,,,feminino,pesquisa,,facebook,unicamp,,checkedin
4222,,,engenharia elétrica,,graduação,,,,masculino,engenharia,,amigos,unicamp,,checkedin
4223,,,estatística,,graduação,,,,masculino,"finanças, industria, consutoria",,divulgação anos anteriores,unicamp,,checkedin
4224,,,enfermagem,,graduação,,,,feminino,saúde,,amigo,unicamp,,checkedin
4225,,,estatística,,graduação,,,,feminino,estatistica social,,unicamp,unicamp,,checkedin
4226,limeira,brasil,engenharia de produção,,ensino fundamental,advanced,advanced,,masculino,"engenharia, projeto, qualidade, logística",,televisão,usp - sp,são paulo,checkedin
4227,iturama,brasil,biologia celular e estrutural,,doutorado,advanced,advanced,,masculino,biologia celular,,unicamp,unicamp,minas gerais,checkedin
4228,,,,,ensino médio,,,,feminino,adm,,senac,,,checkedin
4229,,,engenharia de controle e automação,,graduação,,,,masculino,projetos,,amigos,unicamp,,checkedin
4230,,,,,ensino médio,,,,feminino,administração,,amigo,,,checkedin
4231,,,engenharia elétrica,,graduação,,,,masculino,energia,,facebook,unicamp,,checkedin
4232,campinas,brasil,psicologia,,graduação,,,,masculino,"consultoria, recursos humanos",,facebook,puccamp,são paulo,checkedin
4233,,,engenharia de alimentos,,graduação,,,,masculino,"pesquisa, educação e consultoria",,amigo,unicamp,,checkedin
4234,campinas,brasil,administração,embraer,graduação,intermediate,intermediate,"curso de inglês por 4 anos, curso de oratória, curso de excel",masculino,"controladoria, consultoria, financeiro",espanhol básico,televisão,universidade federal de lavras,são paulo,checkedin
4235,,,ciência da computação,,graduação,,,,masculino,empresa,,amigo,ufcg,,checkedin
4236,,,licenciatura integrada química/física,,graduação,,,,masculino,pesquisa,,amigos,unicamp,,checkedin
4237,,,engenharia civil,,graduação,,,,masculino,diversas,,televisao,metrocamp,,checkedin
4238,,,pedagogia,,graduação,,,,feminino,industria,,amigo,anhanguera,,checkedin
4239,,,tecnólogo em marketing,,graduação,,,,masculino,"marketing, desing",,jornal,anhanguera,,checkedin
4240,campinas,brasil,estatística,google,graduação,advanced,basic,,masculino,financeiro,,amigo,unicamp,são paulo,checkedin
4241,,,matematica,,pós doutorado,,,,masculino,pesquisa,,edições anteriores,unicamp,,checkedin
4242,,,engenharia de computação,,graduação,,,,masculino,mercado financeiro e consultoria,,instagram,unicamp,,checkedin
4243,,,engenharia química,,graduação,,,,masculino,"engenharia, banco, consultoria",,unicamp,unicamp,,checkedin
4244,,,geologia,,graduação,,,,feminino,pesquisa,,amigo e facebook,unicamp,,checkedin
4245,campinas,brasil,serviço social,hemocentro/unicamp,graduação,basic,intermediate,3 cursos de extensão em 2016 / 2 estágios obrigatórios em 2017,feminino,"hospitalar, organizacional, ongs",,jornal regional eptv,unip,são paulo,confirmed
4246,,,engenharia de controle e automação,,graduação,,,,masculino,engenharia,,amigos,faculdade anhanguera - campinas,,checkedin
4247,,,fisica,,graduação,,,,masculino,geral,,comunicado,unicamp,,checkedin
4248,limeira,brasil,,google,ensino médio,intermediate,basic,técnico em informática,masculino,tecnologia,,escola,,são paulo,checkedin
4249,,,estatística,,graduação,,,,masculino,financeira,,amigo,unicamp,,checkedin
4250,,,fisica,,graduação,,,,feminino,pesquisa,,visita anterior,unicamp,,checkedin
4251,,,estatística,,graduação,,,,feminino,marketing,,bandejão,unicamp,,checkedin
4252,,,enfermagem,,graduação,,,,feminino,área da saúde,,amigo,unicamp,,checkedin
4253,monte mor,brasil,engenharia elétrica,bosch,graduação,intermediate,advanced,"curso de informática na job company (automação de escritório e web designer 168 horas). •curso de matlab/ simulink, durante a semana de engenharia elétrica na universidade estadual de são paulo (unesp).  •curso sobre indústria 4.0 ministrada pelo senai (com durão de 20 horas).",masculino,automação industrial,,facebook,unesp,são paulo,checkedin
4254,,,relações internacionais,,graduação,,,,feminino,eventos; terceiro setor; projetos,,internet,unesp,,confirmed
4255,,,biologia celular e estrutural,,mestrado,,,,feminino,ciências biológicas,,internet,unicamp,,checkedin
4256,,,relações internacionais,,graduação,,,,feminino,"ri, comercio exterior",,facebook,faculdades de campinas - facamp,,checkedin
4257,,,engenharia de alimentos,,graduação,,,,masculino,engenharia de alimentos,,amigo,unicamp,,checkedin
4258,,,ciências econômicas,,graduação,,,,feminino,consultoria e administração,,amigos,unicamp,,checkedin
4259,,,pedagogia,,graduação,,,,feminino,"conhecimento, educação",,unicamp,unicamp,,checkedin
4260,campinas,brasil,engenharia de alimentos,,graduação,,,,feminino,emprego,,facebook,unicamp,são paulo,checkedin
4261,,,engenharia de computação,google,graduação,,,,masculino,pesquisa,,facebook,unicamp,,checkedin
4262,,,engenharia civil,boch,graduação,,,,masculino,projetos,,ser simpático,unicamp,,checkedin
4263,,,engenharia de alimentos,,graduação,,,,feminino,consultoria,,facebook,unicamp,,checkedin
4264,,,,,ensino médio,,,,masculino,informática,,professora,,,checkedin
4265,campinas,brasil,ciencias biologicas,,graduação,advanced,basic,,feminino,.,"espanhol intermediario, italiano iniciante",email,unispar,são paulo,checkedin
4266,,,,,ensino médio,,,,feminino,gastronomia,,amigo,,,checkedin
4267,campinas,brasil,engenharia civil,,graduação,intermediate,intermediate,,feminino,"engenharia civil, gestão, logística e consultoria",francês básico,amigo,unicamp,são paulo,checkedin
4268,,,engenharia elétrica,,graduação,,,,masculino,engenharia,,unicamp,unicamp,,checkedin
4269,,,licenciatura integrada química/física,,graduação,,,,masculino,quimica e educação,,amigos,unicamp,,checkedin
4270,,,ciências sociais,,graduação,,,,feminino,pesquisa,,facebook,unicamp,,checkedin
4271,,,ciências sociais,,graduação,,,,feminino,financeiro,,amigo,unicamp,,checkedin
4272,,,comunicação social - midialogia,,graduação,,,,masculino,consultoria,,unicamp,unicamp,,checkedin
4273,,,licenciatura em química,,graduação,,,,masculino,"educação, industria",,facebook,unicamp,,checkedin
4274,,,,,ensino fundamental,,,,feminino,....,,unicamp,,,checkedin
4275,,,ciência da computação,,graduação,,,,masculino,.,,amigo,unesp,,checkedin
4276,,,artes visuais,,graduação,,,,masculino,"animação, cinema, tecnologia",,amigos,unicamp,,checkedin
4277,campinas,brasil,educação física,,graduação,basic,basic,"vigilante, cftv, primeiros socorros",feminino,"educadora física, fisioterapeuta, vigilante",,google,anhanguera,são paulo,confirmed
4278,campinas,brasil,direito,uma na qual eu possa contribuir para o seu crescimento junto com a minha carreira profissional.,graduação,basic,basic,pacote office básico,feminino,"administração, comunicação (recepção, telemarketing) e jurídica.",,amigos,esamc,são paulo,confirmed
4279,,,estatística,,graduação,,,,masculino,"consultora, financeiro,",,pessoalmente,unicamp,,checkedin
4280,,,ciências biológicas,,graduação,,,,masculino,ciências ambientais,,facebook,unicamp,,checkedin
4281,,,estatística,,graduação,,,,feminino,"financeiro, pesquisa",,amigo,unicamp,,checkedin
4282,,,computação,,mestrado,,,,feminino,tecnologia,,divulgação unicamp,unicamp,,checkedin
4283,campinas,brasil,engenharia química,,graduação,advanced,advanced,internacional management and leadership,feminino,"consultoria, marketing, financeiro, vendas, comercial, supply chain","espanhol intermediário, russo básico",e-mail,unicamp,são paulo,checkedin
4284,,,estatística,,graduação,,,,feminino,analista,,facebook,unicamp,,checkedin
4285,campinas,brasil,física,,graduação,advanced,advanced,técnico em mecatronica,masculino,"consultoria, pesquisa, analise,",,amigos,unicamp,são paulo,checkedin
4286,,,engenharia elétrica,,doutorado,,,,masculino,engenharia,,facebook,unicamp,,checkedin
4287,,,engenharia civil,,graduação,,,,masculino,pesquisa,,amigo,unicamp,,checkedin
4288,campinas,brasil,administração,uma empresa onde eu possa me desenvolver meu trabalho e crescer profissionalmente,,basic,intermediate,,feminino,comercial ou administrativa,,amigo,metrocamp,são paulo,confirmed
4289,,,engenharia de controle e automação,,,,,,masculino,engenharia,,amigo,unicamp,,checkedin
4290,indaiatuba,brasil,,,ensino médio,basic,intermediate,"administração/ inglês, micropro",feminino,administração,,amigo,,são paulo,checkedin
4291,hortolândia,brasil,engenharia de computação,ge power company,graduação,advanced,advanced,técnico em informática,masculino,"informática, tecnologia, informação",,amigos,metrocamp,são paulo,checkedin
4292,brodowski,brasil,farmácia,,graduação,,,,feminino,pesquisa,,amigo,unifal-mg,são paulo,checkedin
4293,,,engenharia de computação,,graduação,,,,masculino,pesquisa,,amigo,unicamp,,checkedin
4294,campinas,brasil,ciências biológicas,,,advanced,intermediate,,feminino,pesquisa e desenvolvimento,espanhol básico,facebook,unicamp,são paulo,checkedin
4295,,,,,ensino médio,,,,masculino,industrial,,site,,,checkedin
4296,,,engenharia química,,graduação,,,,feminino,industrial,,facebook,sao francisco,,checkedin
4297,campinas,brasil,,,ensino médio,,,,masculino,comunicação,,amigo,,são paulo,checkedin
4298,campinas,brasil,logística empresarial,,pós graduação,,intermediate,"operador de empilhadeira, excel avançado",masculino,logística,,televisão,senac,são paulo,confirmed
4299,,,arquitetura e urbanismo,,graduação,,,,feminino,"construção civil, banco, desing",,facebook,unicamp,,checkedin
4300,,,relações internacionais,,graduação,,,,feminino,"cultura, comunicação",,parente,puccamp,,checkedin
4301,sumaré,,ciências econômicas,,graduação,,,,masculino,consultoria,,facebook,unicamp,são paulo,checkedin
4302,,,programa de formação interdisciplinar superior - profis,,graduação,,,,masculino,civil,,unicamp,unicamp,,checkedin
4303,,,ciencias contabeis,,graduação,,,,masculino,financeiro,,irmã,policamp,,checkedin
4304,campinas,brasil,engenharia mecânica,international paper,graduação,advanced,intermediate,intercâmbio para eua e china de 1 mês; curso de energia solar fotovoltaica,masculino,"consultoria, administração de empresas, vendas","espanhol intermediário, mandarim básico",email,unicamp,são paulo,checkedin
4305,,,fonoaudiologia,,graduação,,,,feminino,saúde,,amigas,unicamp,,checkedin
4306,campinas,brasil,biomedicina,fleury,graduação,intermediate,basic,,feminino,análises clínicas e toxicológicas,,tv,unifal-mg,são paulo,confirmed
4307,campinas,brasil,engenharia mecânica,,graduação,advanced,intermediate,,masculino,"consultoria, aprendizado",,unicamp,unicamp,são paulo,checkedin
4308,campinas,brasil,direito,,graduação,advanced,intermediate,,masculino,advocacia; arbitragem,espanhol básico,amigos,puccamp,são paulo,checkedin
4309,limeira,brasil,engenharia de manufatura,,graduação,advanced,intermediate,,masculino,"consultoria, empresas automobilística",,por um amigo,unicamp,são paulo,checkedin
4310,,,engenharia de petroleo,,mestrado,,,,masculino,"petroleo, area de qualidade",,por amigos,unicamp,,checkedin
4311,,,engenharia mecânica,,,,,,masculino,engenharia,,facebook,unicamp,,checkedin
4312,,,pedagogia,,graduação,,,,masculino,educação,,familia,unicamp,,checkedin
4313,são paulo,brasil,estatistica,,graduação,advanced,intermediate,,masculino,financeira,,unicamp,unicamp,são paulo,checkedin
4314,hortolândia,brasil,direito,direito,graduação,basic,intermediate,,masculino,direito,,whatsapp faculdade,faculdade anhanguera - campinas,são paulo,checkedin
4315,são paulo,brasil,física,,graduação,advanced,intermediate,"inglês, programação básica em c",masculino,pesquisa,alemão básico,bandejão,unicamp,são paulo,checkedin
4316,,,,,ensino médio,,,,feminino,administrativa,,facebook,,,checkedin
4317,campinas,brasil,administração,construtora,graduação,basic,intermediate,técnico de  administração,feminino,projetos,,família,unip,são paulo,checkedin
4318,campinas,brasil,sistemas de informação,,graduação,intermediate,intermediate,técnico em administrção,masculino,financeiro,,matéria do noticiário,metrocamp,são paulo,confirmed
4319,,,fonoaudiologia,,graduação,,,,feminino,saúde,,"amigos, facebook",unicamp,,checkedin
4320,,afeganistão,química tecnológica,,graduação,,,,feminino,pesquisa,,amigo,unicamp,,checkedin
4321,monte mor,brasil,veterinária,mars,graduação,basic,basic,auxiliar veterinário,feminino,nutrição animal,,família,faculdade anhanguera - campinas,são paulo,confirmed
4322,,,engenharia elétrica,bosch,graduação,,,,feminino,automobilistica e elotrolita,,indicacao de amigos,unicamp,,checkedin
